user_id,item_id,description,recommendation_type,business_boosted,campaign_type,final_score,ai_relevance,strategic_boost,personalization_match,popularity_score,reason,matched_interests
15154.0,21620,SET OF 4 ROSE BOTANICAL CANDLES,personalization,False,none,0.89,0.9698,0.1467,1.0,0.6409,Personalized: Matches your interest in ENGLISH_ROSE_SCENTED_HANGING,ENGLISH_ROSE_SCENTED_HANGING
15154.0,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,personalization,False,none,0.8877,0.9655,0.1054,1.0,0.7067,"Personalized: Matches your interest in IVORY_PILLAR_CANDLE_SILVER, ENGLISH_ROSE_SCENTED_HANGING","IVORY_PILLAR_CANDLE_SILVER, ENGLISH_ROSE_SCENTED_HANGING"
15154.0,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,personalization,False,none,0.8862,0.9612,0.1821,1.0,0.5557,Personalized: Matches your interest in ENGLISH_ROSE_SCENTED_HANGING,ENGLISH_ROSE_SCENTED_HANGING
15154.0,23053,RECYCLED ACAPULCO MAT PINK,personalization,False,none,0.8843,0.9784,0.1166,1.0,0.6399,Personalized: Matches your interest in PINK_CHRYSANTHEMUMS_ART_FLOWER,PINK_CHRYSANTHEMUMS_ART_FLOWER
15154.0,22167, OVAL WALL MIRROR DIAMANTE ,curation,False,none,0.5727,0.9052,0.7296,0.489,0.5374,Personalized: Matches your interest in PINK_ROUND_COMPACT_MIRROR,PINK_ROUND_COMPACT_MIRROR
15154.0,21643,ASSORTED TUTTI FRUTTI MIRROR,curation,False,none,0.5603,0.8922,0.7717,0.489,0.4549,Personalized: Matches your interest in PINK_ROUND_COMPACT_MIRROR,PINK_ROUND_COMPACT_MIRROR
15154.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,0.4956,0.9957,0.2034,1.0,0.9782,Clearance: Featured brand selected for you,SET_OF_12_FAIRY
17239.0,21174,POTTERING IN THE SHED METAL SIGN,personalization,False,none,0.9147,0.9787,0.4668,1.0,0.78,Personalized: Matches your interest in KITCHEN_METAL_SIGN,KITCHEN_METAL_SIGN
17239.0,21907,I'M ON HOLIDAY METAL SIGN,personalization,False,none,0.9118,0.9965,0.4852,1.0,0.7623,Personalized: Matches your interest in KITCHEN_METAL_SIGN,KITCHEN_METAL_SIGN
17239.0,22295,HEART FILIGREE DOVE LARGE,personalization,False,none,0.8709,0.9858,0.115,1.0,0.7091,"Personalized: Matches your interest in WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION","WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION"
17239.0,23103,BELL HEART DECORATION,personalization,False,none,0.8644,0.9858,0.0879,1.0,0.7631,"Personalized: Matches your interest in WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION","WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION"
17239.0,22508,DOORSTOP RETROSPOT HEART,personalization,False,none,0.8594,0.9823,0.1168,1.0,0.7199,"Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION, WALL_ART_VINTAGE_HEART","ZINC_METAL_HEART_DECORATION, WALL_ART_VINTAGE_HEART"
17239.0,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,personalization,False,none,0.8541,0.9894,0.005,1.0,0.7183,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
17239.0,20992,JAZZ HEARTS PURSE NOTEBOOK,personalization,False,none,0.8523,0.9823,0.1265,1.0,0.7309,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
17239.0,23284,DOORMAT KEEP CALM AND COME IN,curation,False,none,0.503,0.9965,0.7223,0.1888,0.8513,Personalized: Matches your interest in DOORMAT_WELCOME_TO_OUR,DOORMAT_WELCOME_TO_OUR
17239.0,48187,DOORMAT NEW ENGLAND,curation,False,none,0.4976,0.9929,0.5895,0.1888,0.8253,Personalized: Matches your interest in DOORMAT_WELCOME_TO_OUR,DOORMAT_WELCOME_TO_OUR
17239.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,0.3581,0.9965,0.2034,0.0,0.9782,Clearance: Featured brand selected for you,
13385.0,21668,RED STRIPE CERAMIC DRAWER KNOB,personalization,False,none,0.9045,0.9789,0.351,1.0,0.7666,Personalized: Matches your interest in CUPBOARD_3_DRAWER_MA,CUPBOARD_3_DRAWER_MA
13385.0,22875,NUMBER TILE COTTAGE GARDEN 7,personalization,False,none,0.9018,0.9157,0.5161,1.0,0.3554,Personalized: Matches your interest in CUPBOARD_3_DRAWER_MA,CUPBOARD_3_DRAWER_MA
13385.0,21991,BOHEMIAN COLLAGE STATIONERY SET,personalization,False,none,0.8597,0.9518,0.1437,1.0,0.6096,"Personalized: Matches your interest in WOODEN_FRAME_ANTIQUE_WHITE, CUPBOARD_3_DRAWER_MA","WOODEN_FRAME_ANTIQUE_WHITE, CUPBOARD_3_DRAWER_MA"
13385.0,20765,CHRYSANTHEMUM SKETCHBOOK ,personalization,False,none,0.8471,0.9458,0.1628,1.0,0.5236,"Personalized: Matches your interest in PINK_CHRYSANTHEMUMS_ART_FLOWER, CUPBOARD_3_DRAWER_MA","PINK_CHRYSANTHEMUMS_ART_FLOWER, CUPBOARD_3_DRAWER_MA"
13385.0,82486,WOOD S/3 CABINET ANT WHITE FINISH,personalization,False,none,0.8435,0.9849,0.0721,1.0,0.8329,"Personalized: Matches your interest in WOODEN_FRAME_ANTIQUE_WHITE, CUPBOARD_3_DRAWER_MA","WOODEN_FRAME_ANTIQUE_WHITE, CUPBOARD_3_DRAWER_MA"
13385.0,23025,DRAWER KNOB VINTAGE GLASS BALL,personalization,False,none,0.8428,0.9428,0.0173,1.0,0.5054,Personalized: Matches your interest in CUPBOARD_3_DRAWER_MA,CUPBOARD_3_DRAWER_MA
13385.0,23026,DRAWER KNOB VINTAGE GLASS STAR,personalization,False,none,0.8422,0.9066,0.048,1.0,0.5307,Personalized: Matches your interest in CUPBOARD_3_DRAWER_MA,CUPBOARD_3_DRAWER_MA
13385.0,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,curation,False,none,0.4864,0.9488,0.9472,0.3533,0.5701,Personalized: Matches your interest in SET_OF_5_MINI,SET_OF_5_MINI
13385.0,23156,SET OF 5 MINI GROCERY MAGNETS,curation,False,none,0.4765,0.9729,0.4947,0.3533,0.6901,Personalized: Matches your interest in SET_OF_5_MINI,SET_OF_5_MINI
13385.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,0.3954,0.997,0.2034,0.5492,0.9782,Clearance: Featured brand selected for you,SET_OF_12_FAIRY
13990.0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,personalization,False,none,0.8926,0.9985,0.3964,1.0,0.8574,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
13990.0,37446,MINI CAKE STAND WITH HANGING CAKES,personalization,False,none,0.8768,0.983,0.2292,1.0,0.6661,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
13990.0,22583,PACK OF 6 HANDBAG GIFT BOXES,personalization,False,none,0.85,0.9645,0.0642,1.0,0.5752,"Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS, SET_OF_12_FAIRY","JUMBO_BAG_VINTAGE_CHRISTMAS, SET_OF_12_FAIRY"
13990.0,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,personalization,False,none,0.8469,0.9892,0.0988,1.0,0.7338,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
13990.0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,personalization,False,none,0.844,0.9892,0.0493,1.0,0.818,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
13990.0,22951,60 CAKE CASES DOLLY GIRL DESIGN,personalization,False,none,0.8419,0.9892,0.069,1.0,0.7762,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
13990.0,21448,12 DAISY PEGS IN WOOD BOX,personalization,False,none,0.8416,0.9722,0.0528,1.0,0.5576,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
13990.0,22970,LONDON BUS COFFEE MUG,curation,False,none,0.6904,0.9861,0.394,0.5711,0.7419,Personalized: Matches your interest in FLOWER_SHOP_DESIGN_MUG,FLOWER_SHOP_DESIGN_MUG
13990.0,21872,GLAMOROUS  MUG,curation,False,none,0.6886,0.9707,0.5294,0.5711,0.6337,Personalized: Matches your interest in FLOWER_SHOP_DESIGN_MUG,FLOWER_SHOP_DESIGN_MUG
13990.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,promotion,True,clearance,0.4684,0.9938,0.0452,0.7708,0.9093,Clearance: Featured brand selected for you,SET_OF_SKULL_WALL
13754.0,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,personalization,False,none,0.8769,0.9367,0.4641,1.0,0.5991,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
13754.0,23221,REINDEER HEART DECORATION SILVER,personalization,False,none,0.8764,0.9652,0.2722,1.0,0.6228,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
13754.0,23265,SET OF 3 WOODEN TREE DECORATIONS,personalization,False,none,0.8743,0.9778,0.2119,1.0,0.7353,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
13754.0,21981,PACK OF 12 WOODLAND TISSUES ,personalization,False,none,0.8732,0.9778,0.1341,1.0,0.6928,Personalized: Matches your interest in SET_OF_SKULL_WALL,SET_OF_SKULL_WALL
13754.0,22810,SET OF 6 T-LIGHTS SNOWMEN,personalization,False,none,0.8725,0.9589,0.4468,1.0,0.6505,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
13754.0,21124,SET/10 BLUE POLKADOT PARTY CANDLES,personalization,False,none,0.8723,0.9747,0.1329,1.0,0.7155,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
13754.0,23380,PACK OF 12 VINTAGE DOILY TISSUES,personalization,False,none,0.8712,0.9684,0.219,1.0,0.6005,Personalized: Matches your interest in SET_OF_SKULL_WALL,SET_OF_SKULL_WALL
13754.0,21313,GLASS HEART T-LIGHT HOLDER ,curation,False,none,0.8313,0.9715,0.5613,0.8711,0.6409,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
13754.0,23144,ZINC T-LIGHT HOLDER STARS SMALL,curation,False,none,0.828,0.9873,0.2947,0.8711,0.7188,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
13754.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,0.4658,0.9968,0.2034,1.0,0.9782,Clearance: Featured brand selected for you,SET_OF_12_FAIRY
13357.0,51014L,"FEATHER PEN,LIGHT PINK",personalization,False,none,0.895,0.9531,0.2425,1.0,0.6146,Personalized: Matches your interest in PINK_BUTTERFLY_WASHBAG,PINK_BUTTERFLY_WASHBAG
13357.0,44236,PINK/PURPLE CIRCLE CURTAIN,personalization,False,none,0.8894,0.9323,0.3637,1.0,0.2729,Personalized: Matches your interest in PINK_BUTTERFLY_WASHBAG,PINK_BUTTERFLY_WASHBAG
13357.0,21918,SET 12 KIDS COLOUR  CHALK STICKS,personalization,False,none,0.8863,0.9792,0.1288,1.0,0.7428,"Personalized: Matches your interest in SET_OF_SKULL_WALL, SET_OF_16_VINTAGE","SET_OF_SKULL_WALL, SET_OF_16_VINTAGE"
13357.0,23244,ROUND STORAGE TIN VINTAGE LEAF,personalization,False,none,0.883,0.9688,0.1446,1.0,0.6121,"Personalized: Matches your interest in SET_OF_16_VINTAGE, FRENCH_ENAMEL_CANDLEHOLDER","SET_OF_16_VINTAGE, FRENCH_ENAMEL_CANDLEHOLDER"
13357.0,84968E,SET OF 16 VINTAGE BLACK CUTLERY,personalization,False,none,0.8821,0.8854,0.3123,1.0,0.4116,Personalized: Matches your interest in SET_OF_16_VINTAGE,SET_OF_16_VINTAGE
13357.0,22419,LIPSTICK PEN RED,personalization,False,none,0.8816,0.9635,0.0372,1.0,0.6718,"Personalized: Matches your interest in RED_RETROSPOT_UMBRELLA, PINK_BUTTERFLY_WASHBAG","RED_RETROSPOT_UMBRELLA, PINK_BUTTERFLY_WASHBAG"
13357.0,35646,VINTAGE BEAD PINK EVENING BAG,personalization,False,none,0.8799,0.9427,0.1621,1.0,0.5054,Personalized: Matches your interest in PINK_BUTTERFLY_WASHBAG,PINK_BUTTERFLY_WASHBAG
13357.0,22193,RED DINER WALL CLOCK,curation,False,none,0.7127,1.0,0.6514,0.7163,0.7928,Personalized: Matches your interest in BLUE_DINER_WALL_CLOCK,BLUE_DINER_WALL_CLOCK
13357.0,23429,RED RETRO KITCHEN WALL CLOCK,curation,False,none,0.7104,0.9323,0.6153,0.7163,0.3996,Personalized: Matches your interest in BLUE_DINER_WALL_CLOCK,BLUE_DINER_WALL_CLOCK
13357.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,promotion,True,clearance,0.5144,0.9948,0.0452,0.7275,0.9093,Clearance: Featured brand selected for you,"STAR_WOODEN_CHRISTMAS_DECORATION, SET_OF_SKULL_WALL"
13013.0,22113,GREY HEART HOT WATER BOTTLE,personalization,False,none,0.9229,0.9922,0.4652,1.0,0.826,Personalized: Matches your interest in FAWN_BLUE_HOT_WATER,FAWN_BLUE_HOT_WATER
13013.0,23184,BULL DOG BOTTLE OPENER,personalization,False,none,0.9053,0.969,0.2887,1.0,0.6954,Personalized: Matches your interest in FAWN_BLUE_HOT_WATER,FAWN_BLUE_HOT_WATER
13013.0,23512,EMBROIDERED RIBBON REEL ROSIE,personalization,False,none,0.8999,0.9535,0.3423,1.0,0.5161,Personalized: Matches your interest in EMBROIDERED_RIBBON_REEL_SUSIE,EMBROIDERED_RIBBON_REEL_SUSIE
13013.0,23223,CHRISTMAS TREE HANGING SILVER ,personalization,False,none,0.8981,0.876,0.4218,1.0,0.5595,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
13013.0,22244,3 HOOK HANGER MAGIC GARDEN,personalization,False,none,0.8971,0.9535,0.4372,1.0,0.6018,Personalized: Matches your interest in EMBROIDERED_RIBBON_REEL_SUSIE,EMBROIDERED_RIBBON_REEL_SUSIE
13013.0,35599B,BLACK CHRISTMAS TREE 120CM,personalization,False,none,0.8957,0.9147,0.3915,1.0,0.4171,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
13013.0,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,personalization,False,none,0.8943,0.9845,0.1228,1.0,0.7592,Personalized: Matches your interest in SET_OF_SKULL_WALL,SET_OF_SKULL_WALL
13013.0,22757,LARGE RED BABUSHKA NOTEBOOK ,curation,False,none,0.8449,0.969,0.7677,0.8911,0.6228,Personalized: Matches your interest in SMALL_PURPLE_BABUSHKA_NOTEBOOK,SMALL_PURPLE_BABUSHKA_NOTEBOOK
13013.0,21635,MADRAS NOTEBOOK LARGE ,curation,False,none,0.8429,0.9457,0.9593,0.8911,0.3639,Personalized: Matches your interest in SMALL_PURPLE_BABUSHKA_NOTEBOOK,SMALL_PURPLE_BABUSHKA_NOTEBOOK
13013.0,71053,WHITE METAL LANTERN,promotion,True,promoted,0.3081,0.9922,0.1688,0.3819,0.7319,Promoted: Featured brand selected for you,SET_OF_10_LANTERNS
13555.0,23221,REINDEER HEART DECORATION SILVER,personalization,False,none,0.8943,0.9656,0.2722,1.0,0.6228,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
13555.0,22948,METAL DECORATION NAUGHTY CHILDREN ,personalization,False,none,0.8919,0.9347,0.2103,1.0,0.6133,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
13555.0,84006,MAGIC TREE -PAPER FLOWERS,personalization,False,none,0.87,0.9416,0.2154,1.0,0.5735,"Personalized: Matches your interest in PINK_CHRYSANTHEMUMS_ART_FLOWER, STAR_WOODEN_CHRISTMAS_DECORATION","PINK_CHRYSANTHEMUMS_ART_FLOWER, STAR_WOODEN_CHRISTMAS_DECORATION"
13555.0,85114C,RED ENCHANTED FOREST PLACEMAT,personalization,False,none,0.8682,0.9519,0.1039,1.0,0.5459,"Personalized: Matches your interest in RED_RETROSPOT_UMBRELLA, STAR_WOODEN_CHRISTMAS_DECORATION","RED_RETROSPOT_UMBRELLA, STAR_WOODEN_CHRISTMAS_DECORATION"
13555.0,85049F,BABY BOOM RIBBONS ,personalization,False,none,0.8647,0.9485,0.021,1.0,0.5892,"Personalized: Matches your interest in EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION","EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION"
13555.0,20707,CRAZY DAISY HEART DECORATION,personalization,False,none,0.8642,0.9347,0.2021,1.0,0.4549,"Personalized: Matches your interest in WALL_ART_VINTAGE_HEART, STAR_WOODEN_CHRISTMAS_DECORATION","WALL_ART_VINTAGE_HEART, STAR_WOODEN_CHRISTMAS_DECORATION"
13555.0,23491,VINTAGE JINGLE BELLS HEART,personalization,False,none,0.8639,0.9691,0.0125,1.0,0.5718,"Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION, STAR_WOODEN_CHRISTMAS_DECORATION","ZINC_METAL_HEART_DECORATION, STAR_WOODEN_CHRISTMAS_DECORATION"
13555.0,21263,GREEN GOOSE FEATHER TREE 60CM,curation,False,none,0.4581,0.9416,0.4712,0.3526,0.4842,Personalized: Matches your interest in GREEN_BIRDHOUSE_DECORATION,GREEN_BIRDHOUSE_DECORATION
13555.0,22231,JIGSAW TREE WITH BIRDHOUSE,curation,False,none,0.454,0.9622,0.4676,0.3526,0.6193,Personalized: Matches your interest in GREEN_BIRDHOUSE_DECORATION,GREEN_BIRDHOUSE_DECORATION
13555.0,71053,WHITE METAL LANTERN,promotion,True,promoted,0.2619,0.9966,0.1688,0.0636,0.7319,Promoted: Featured brand selected for you,SET_OF_10_LANTERNS
14057.0,22186,RED STAR CARD HOLDER,personalization,False,none,0.9188,0.9636,0.4714,1.0,0.6284,Personalized: Matches your interest in TRAVEL_CARD_WALLET_RETRO,TRAVEL_CARD_WALLET_RETRO
14057.0,22819,"BIRTHDAY CARD, RETRO SPOT",personalization,False,none,0.9183,0.9818,0.4212,1.0,0.6358,Personalized: Matches your interest in TRAVEL_CARD_WALLET_RETRO,TRAVEL_CARD_WALLET_RETRO
14057.0,22601,CHRISTMAS RETROSPOT ANGEL WOOD,personalization,False,none,0.8939,0.9636,0.2756,1.0,0.662,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
14057.0,22338,STAR DECORATION PAINTED ZINC ,personalization,False,none,0.8932,0.9455,0.2398,1.0,0.6306,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
14057.0,23354,6 GIFT TAGS 50'S CHRISTMAS ,personalization,False,none,0.8915,0.9818,0.0936,1.0,0.7358,"Personalized: Matches your interest in ROMANTIC_IMAGES_GIFT_WRAP, TRAVEL_CARD_WALLET_RETRO","ROMANTIC_IMAGES_GIFT_WRAP, TRAVEL_CARD_WALLET_RETRO"
14057.0,16237,SLEEPING CAT ERASERS,personalization,False,none,0.8877,0.9818,0.1688,1.0,0.6741,Personalized: Matches your interest in SET_OF_SKULL_WALL,SET_OF_SKULL_WALL
14057.0,21577,SAVE THE PLANET COTTON TOTE BAG,personalization,False,none,0.887,0.9818,0.2432,1.0,0.6251,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
14057.0,23545,WRAP RED DOILEY,curation,False,none,0.6344,0.9455,0.3675,0.6156,0.5831,Personalized: Matches your interest in ROLL_WRAP_VINTAGE_CHRISTMAS,ROLL_WRAP_VINTAGE_CHRISTMAS
14057.0,22706,WRAP COWBOYS  ,curation,False,none,0.6312,0.8909,0.4379,0.6156,0.5576,Personalized: Matches your interest in ROLL_WRAP_VINTAGE_CHRISTMAS,ROLL_WRAP_VINTAGE_CHRISTMAS
14057.0,71053,WHITE METAL LANTERN,promotion,True,promoted,0.4815,1.0,0.1688,0.9653,0.7319,Promoted: Featured brand selected for you,SET_OF_10_LANTERNS
14280.0,21931,JUMBO STORAGE BAG SUKI,personalization,False,none,0.8825,0.9929,0.1283,1.0,0.8747,"Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS, RED_RETROSPOT_SHOPPER_BAG","JUMBO_BAG_VINTAGE_CHRISTMAS, RED_RETROSPOT_SHOPPER_BAG"
14280.0,22383,LUNCH BAG SUKI  DESIGN ,personalization,False,none,0.8745,1.0,0.1309,1.0,0.9173,"Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS, RED_RETROSPOT_SHOPPER_BAG","JUMBO_BAG_VINTAGE_CHRISTMAS, RED_RETROSPOT_SHOPPER_BAG"
14280.0,22379,RECYCLING BAG RETROSPOT ,personalization,False,none,0.8722,0.9929,0.2499,1.0,0.7912,Personalized: Matches your interest in RED_RETROSPOT_SHOPPER_BAG,RED_RETROSPOT_SHOPPER_BAG
14280.0,85053,FRENCH ENAMEL CANDLEHOLDER,personalization,False,none,0.8706,0.9751,0.1164,1.0,0.7231,Personalized: Matches your interest in FRENCH_ENAMEL_CANDLEHOLDER,FRENCH_ENAMEL_CANDLEHOLDER
14280.0,22919,HERB MARKER MINT,personalization,False,none,0.8694,0.9858,0.0842,1.0,0.6948,"Personalized: Matches your interest in PINK_CHRYSANTHEMUMS_ART_FLOWER, FRENCH_ENAMEL_CANDLEHOLDER","PINK_CHRYSANTHEMUMS_ART_FLOWER, FRENCH_ENAMEL_CANDLEHOLDER"
14280.0,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,personalization,False,none,0.8654,0.9822,0.0435,1.0,0.6772,Personalized: Matches your interest in FRENCH_ENAMEL_CANDLEHOLDER,FRENCH_ENAMEL_CANDLEHOLDER
14280.0,21592,RETROSPOT CIGAR BOX MATCHES ,personalization,False,none,0.8648,0.9786,0.1044,1.0,0.7115,Personalized: Matches your interest in RED_RETROSPOT_SHOPPER_BAG,RED_RETROSPOT_SHOPPER_BAG
14280.0,22192,BLUE DINER WALL CLOCK,curation,False,none,0.4289,0.9929,0.7562,0.0,0.7647,Discovery: A new item the AI thinks you will love,
14280.0,22835,HOT WATER BOTTLE I AM SO POORLY,curation,False,none,0.4283,0.9964,0.7539,0.0,0.8206,Discovery: A new item the AI thinks you will love,
14280.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,promotion,True,clearance,0.3541,0.9929,0.0452,0.0,0.9093,Clearance: Featured brand selected for you,
18104.0,48187,DOORMAT NEW ENGLAND,personalization,False,none,0.9129,0.9934,0.5895,1.0,0.8253,Personalized: Matches your interest in DOORMAT_WELCOME_TO_OUR,DOORMAT_WELCOME_TO_OUR
18104.0,48188,DOORMAT WELCOME PUPPIES,personalization,False,none,0.9116,0.9934,0.6701,1.0,0.7268,Personalized: Matches your interest in DOORMAT_WELCOME_TO_OUR,DOORMAT_WELCOME_TO_OUR
18104.0,21822,GLITTER CHRISTMAS TREE WITH BELLS,personalization,False,none,0.8946,0.9311,0.4155,1.0,0.5538,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
18104.0,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,personalization,False,none,0.8938,0.9377,0.3756,1.0,0.4116,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
18104.0,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,personalization,False,none,0.8709,0.9869,0.1834,1.0,0.7037,"Personalized: Matches your interest in EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION","EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION"
18104.0,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,personalization,False,none,0.8689,0.9738,0.1856,1.0,0.6702,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
18104.0,22043,CHRISTMAS CARD SCREEN PRINT ,personalization,False,none,0.867,0.8984,0.1812,1.0,0.4967,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
18104.0,71053,WHITE METAL LANTERN,promotion,True,promoted,0.3361,0.9967,0.1688,0.2791,0.7319,Promoted: Featured brand selected for you,SET_OF_10_LANTERNS
18104.0,84836,ZINC METAL HEART DECORATION,curation,False,none,0.3061,0.977,0.2344,0.1526,0.8136,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
18104.0,21985,PACK OF 12 HEARTS DESIGN TISSUES ,curation,False,none,0.3037,0.9869,0.2407,0.1526,0.7733,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
12879.0,23171,REGENCY TEA PLATE GREEN ,personalization,False,none,0.8933,0.9888,0.4077,1.0,0.7358,Personalized: Matches your interest in TEA_TIME_TEA_TOWELS,TEA_TIME_TEA_TOWELS
12879.0,23109,LED TEA LIGHTS,personalization,False,none,0.8887,0.974,0.3084,1.0,0.7183,Personalized: Matches your interest in TEA_TIME_TEA_TOWELS,TEA_TIME_TEA_TOWELS
12879.0,23296,SET OF 6 TEA TIME BAKING CASES,personalization,False,none,0.866,0.9851,0.0868,1.0,0.7592,Personalized: Matches your interest in TEA_TIME_TEA_TOWELS,TEA_TIME_TEA_TOWELS
12879.0,22027,TEA PARTY BIRTHDAY CARD,personalization,False,none,0.8563,0.9888,0.1375,1.0,0.7329,"Personalized: Matches your interest in TRAVEL_CARD_WALLET_RETRO, TEA_TIME_TEA_TOWELS","TRAVEL_CARD_WALLET_RETRO, TEA_TIME_TEA_TOWELS"
12879.0,20961,STRAWBERRY BATH SPONGE ,personalization,False,none,0.8529,0.9665,0.1143,1.0,0.6399,"Personalized: Matches your interest in RED_POLKADOT_PUDDING_BOWL, TEA_TIME_TEA_TOWELS","RED_POLKADOT_PUDDING_BOWL, TEA_TIME_TEA_TOWELS"
12879.0,21260,FIRST AID TIN,personalization,False,none,0.8526,0.9851,0.1289,1.0,0.6585,"Personalized: Matches your interest in FRENCH_ENAMEL_CANDLEHOLDER, TEA_TIME_TEA_TOWELS","FRENCH_ENAMEL_CANDLEHOLDER, TEA_TIME_TEA_TOWELS"
12879.0,22046,TEA PARTY  WRAPPING PAPER ,personalization,False,none,0.848,0.974,0.0844,1.0,0.5684,Personalized: Matches your interest in TEA_TIME_TEA_TOWELS,TEA_TIME_TEA_TOWELS
12879.0,23298,SPOTTY BUNTING,curation,False,none,0.5138,0.9963,0.0441,0.2566,0.9099,Personalized: Matches your interest in RED_POLKADOT_PUDDING_BOWL,RED_POLKADOT_PUDDING_BOWL
